id,gm_time_s,extend_time_s,extend_g_time_s,ilp_time_s,syn_time_s
35386,0.0038,0.0031,0.0029,0.4991,0.0024
35387,0.0039,0.0032,0.0033,0.655,0.0027
35388,0.0041,0.0035,0.0036,0.685,0.0028
35389,0.004,0.0035,0.0035,1.0249,0.0028
35390,0.0048,0.0027,0.0029,1.0318,0.0024
35391,0.0026,0.0017,0.0019,0.1173,0.0016
35392,0.0041,0.0025,0.0027,0.3853,0.0023
35393,0.0054,0.0054,0.0047,5.434,0.0035
35394,0.0029,0.0022,0.0024,0.2598,0.002
35395,0.0041,0.0034,0.0035,0.7244,0.0029
35396,0.005,0.0055,0.0053,4.5279,0.0033
35397,0.0022,0.0016,0.0019,0.1562,0.0016
35398,0.0036,0.0028,0.0031,0.4954,0.0025
35399,0.0029,0.0023,0.0025,0.2877,0.0021
35400,0.0023,0.0017,0.0021,0.1733,0.0018
35401,0.0041,0.0035,0.0037,0.6351,0.0029
35402,0.0047,0.0038,0.004,1.4432,0.003
35403,0.0024,0.002,0.0022,0.1847,0.0025
35404,0.0027,0.0022,0.0024,0.3546,0.0019
35405,0.0066,0.0048,0.0048,5.1308,0.0036
35406,0.0021,0.0015,0.0019,0.1484,0.0015
35407,0.0035,0.0031,0.0029,0.8339,0.0027
35408,0.0026,0.0019,0.0022,0.214,0.0018
35409,0.0036,0.0026,0.0027,0.4743,0.0023
35410,0.0044,0.0037,0.0048,0.7223,0.0029
35411,0.0018,0.0014,0.0016,0.0799,0.0015
35412,0.0023,0.0018,0.002,0.2287,0.0017
35413,0.0024,0.0019,0.0022,0.2158,0.0019
35414,0.003,0.0024,0.0025,0.4071,0.0021
35415,0.0044,0.0055,0.0039,1.8212,0.0032
35416,0.0031,0.0024,0.0026,0.4387,0.0022
35417,0.0042,0.0036,0.0038,1.9621,0.003
35418,0.0053,0.0047,0.0045,1.3675,0.0037
35419,0.0051,0.0035,0.0035,0.7534,0.0028
35420,0.0032,0.0026,0.0027,0.4164,0.0023
35421,0.0064,0.0066,0.0056,13.5899,0.0044
35422,0.0042,0.0037,0.0047,1.2325,0.0029
35423,0.0052,0.0048,0.0046,3.3053,0.0036
35424,0.004,0.0036,0.0036,0.8214,0.0036
35425,0.006,0.0059,0.0055,2.7521,0.0038
35426,0.0029,0.0022,0.0025,0.2313,0.0021
35427,0.0033,0.0027,0.0031,0.9586,0.0025
35428,0.0047,0.0045,0.0043,1.5954,0.0033
35429,0.0063,0.0064,0.0048,10.6131,0.0037
35430,0.005,0.0049,0.0044,1.4087,0.0033
35431,0.0031,0.0026,0.0027,0.5931,0.0024
35432,0.0032,0.0028,0.0029,0.4168,0.0025
35433,0.0025,0.002,0.0032,0.2334,0.0018
35434,0.0031,0.0025,0.0025,0.6837,0.0022
35435,0.0037,0.0031,0.0032,0.8694,0.0025
35436,0.0045,0.0039,0.004,0.8623,0.0032
35437,0.0034,0.0029,0.0031,0.4925,0.0024
35438,0.0026,0.0022,0.0024,0.2737,0.0021
35439,0.0047,0.004,0.004,1.9573,0.0032
35440,0.0044,0.0038,0.0039,1.7397,0.003
35441,0.0051,0.0034,0.0037,0.7296,0.0028
35442,0.0036,0.0028,0.0031,0.5338,0.0032
35443,0.0043,0.0036,0.0037,0.67,0.0028
35444,0.0039,0.0032,0.0035,0.5979,0.0028
35445,0.0029,0.0024,0.0026,0.3017,0.0021
35446,0.0022,0.0029,0.003,0.124,0.0017
35447,0.0042,0.0038,0.0038,1.8288,0.003
35448,0.0029,0.0023,0.0027,0.3621,0.002
35449,0.0034,0.0028,0.003,0.7014,0.0025
35450,0.0038,0.0033,0.0035,0.9458,0.0026
35451,0.003,0.0024,0.0027,0.2983,0.0023
35452,0.0032,0.0026,0.003,0.3518,0.0023
35453,0.0049,0.0049,0.0044,3.081,0.0034
35454,0.0046,0.003,0.0031,0.7389,0.0027
35455,0.003,0.0023,0.0025,0.2521,0.0022
35456,0.0049,0.0043,0.0041,0.9133,0.0034
35457,0.0026,0.0019,0.0021,0.1926,0.0018
35458,0.0046,0.0036,0.0035,0.7088,0.003
35459,0.0048,0.0037,0.0049,1.1125,0.0029
35460,0.0035,0.0026,0.0028,0.4176,0.0024
35461,0.0028,0.0022,0.0025,0.322,0.0021
35462,0.0024,0.0018,0.0021,0.1901,0.0019
35463,0.0033,0.0037,0.0027,0.361,0.0028
35464,0.004,0.0033,0.0034,1.2239,0.0026
35465,0.0018,0.0012,0.0014,0.1085,0.0014
35466,0.0025,0.002,0.0022,0.1824,0.0018
35467,0.0034,0.0027,0.0028,0.4452,0.0024
35468,0.0034,0.0027,0.0029,0.6648,0.0023
35469,0.0056,0.004,0.004,2.3407,0.0031
35470,0.0031,0.0024,0.0027,0.3641,0.0021
35471,0.0043,0.0038,0.0038,0.8503,0.003
35472,0.0028,0.0022,0.0024,0.2534,0.0021
35473,0.0038,0.003,0.0043,0.634,0.0024
35474,0.003,0.0025,0.0025,0.4985,0.0022
35475,0.0025,0.0019,0.0021,0.2128,0.0018
35476,0.0035,0.003,0.0031,0.6179,0.0026
35477,0.0037,0.0032,0.0033,0.5678,0.0026
35478,0.0036,0.0035,0.0032,0.6427,0.0027
35479,0.0028,0.0022,0.0025,0.3524,0.0021
35480,0.0044,0.0039,0.004,2.489,0.0032
35481,0.0042,0.0052,0.0039,2.4001,0.0032
35482,0.0059,0.0043,0.0042,1.145,0.0034
35483,0.0018,0.0013,0.0016,0.0761,0.0016
35484,0.0046,0.0043,0.0041,1.0665,0.0039
35485,0.0051,0.0044,0.0054,1.3791,0.0033
35486,0.0038,0.0031,0.0033,0.515,0.0027
35487,0.0044,0.0038,0.0039,1.0831,0.0032
35488,0.0034,0.0029,0.003,0.8403,0.0025
35489,0.0028,0.0023,0.0024,0.557,0.0021
35490,0.0035,0.0028,0.003,0.8201,0.0025
35491,0.0038,0.0032,0.0033,1.0623,0.0029
35492,0.0028,0.0021,0.0024,0.2641,0.0021
35493,0.002,0.0014,0.0017,0.0956,0.0016
35494,0.004,0.0034,0.0033,0.6105,0.0026
35495,0.0061,0.0038,0.0039,1.5675,0.003
35496,0.0037,0.0028,0.003,0.5625,0.0026
35497,0.0017,0.0025,0.0014,0.1052,0.0013
35498,0.0024,0.0017,0.002,0.1651,0.0017
35499,0.003,0.0025,0.0036,0.3596,0.0022
35500,0.0023,0.0016,0.0019,0.1296,0.0017
35501,0.0022,0.0018,0.002,0.1357,0.0018
35502,0.0042,0.0035,0.0036,1.3327,0.0029
35503,0.0025,0.0021,0.0022,0.2244,0.0019
35504,0.0039,0.0043,0.0033,1.0936,0.0028
35505,0.0037,0.0031,0.0032,0.5649,0.0025
35506,0.0048,0.0266,0.004,0.9016,0.0038
35507,0.0034,0.0027,0.0029,0.4198,0.0023
35508,0.0027,0.0021,0.0023,0.2743,0.0021
35509,0.0016,0.0011,0.0015,0.0745,0.0013
35510,0.0025,0.0019,0.0021,0.2755,0.0019
35511,0.006,0.0046,0.0043,1.8821,0.0032
35512,0.0031,0.0024,0.0026,0.2363,0.0025
35513,0.0025,0.002,0.0023,0.2179,0.0019
35514,0.0022,0.0016,0.0028,0.1387,0.0018
35515,0.0063,0.0069,0.0052,7.9827,0.0039
35516,0.0043,0.0038,0.0037,0.7829,0.0028
35517,0.0044,0.0037,0.0038,1.693,0.003
35518,0.0044,0.0039,0.0039,2.0352,0.0031
35519,0.0052,0.0051,0.0049,1.2979,0.0036
35520,0.004,0.0037,0.0035,0.9758,0.0027
35521,0.0023,0.0018,0.002,0.141,0.0018
35522,0.003,0.0027,0.0026,0.6805,0.0022
35523,0.0055,0.0037,0.0037,1.0202,0.0028
35524,0.0025,0.0019,0.0021,0.2182,0.0018
35525,0.0022,0.0018,0.0019,0.1903,0.0017
35526,0.003,0.0025,0.0037,0.3278,0.0023
35527,0.0038,0.0034,0.0034,0.6044,0.0036
35528,0.0048,0.0044,0.0043,1.8038,0.0033
35529,0.003,0.0024,0.0027,0.3234,0.0022
35530,0.0032,0.0028,0.003,0.389,0.0024
35531,0.0041,0.0048,0.0038,0.7247,0.0029
35532,0.0035,0.0028,0.003,0.4456,0.0026
35533,0.0036,0.0033,0.003,0.4724,0.0024
35534,0.0032,0.0027,0.0028,0.4559,0.0025
35535,0.0039,0.0033,0.0034,0.6426,0.0029
35536,0.003,0.0024,0.0028,0.3645,0.0022
35537,0.0039,0.0021,0.0024,0.2062,0.0022
35538,0.0034,0.0028,0.003,0.4362,0.0024
35539,0.0037,0.0033,0.0042,1.0063,0.0027
35540,0.0026,0.0021,0.0023,0.3579,0.002
35541,0.0059,0.0058,0.0052,8.0024,0.0038
35542,0.0029,0.0022,0.0024,0.2836,0.0021
35543,0.0031,0.0024,0.0026,0.3564,0.0022
35544,0.0035,0.0028,0.0031,0.4825,0.0025
35545,0.0028,0.0022,0.0025,0.2481,0.0021
35546,0.0036,0.0029,0.0031,0.6642,0.0026
35547,0.0047,0.0039,0.004,1.2523,0.0039
35548,0.0029,0.0024,0.0025,0.2817,0.0021
35549,0.0026,0.0033,0.0023,0.3062,0.002
35550,0.0054,0.0039,0.0038,0.8055,0.0029
35551,0.0035,0.0028,0.003,0.642,0.0025
35552,0.002,0.0015,0.0017,0.0977,0.0016
35553,0.0051,0.0043,0.0054,1.4319,0.0034
35554,0.0023,0.0018,0.0021,0.1902,0.0018
35555,0.0025,0.002,0.0022,0.1818,0.0018
35556,0.0023,0.0018,0.002,0.1846,0.0017
35557,0.0052,0.0043,0.0043,2.1835,0.0033
35558,0.0043,0.0036,0.0037,2.0754,0.003
35559,0.0046,0.0045,0.0039,0.8467,0.0032
35560,0.0021,0.0016,0.0019,0.132,0.0016
35561,0.0023,0.0018,0.002,0.1537,0.0017
35562,0.0029,0.0022,0.0026,0.3,0.0023
35563,0.004,0.0036,0.0036,1.0426,0.0029
35564,0.0045,0.0028,0.003,0.9472,0.0024
35565,0.0049,0.0042,0.0042,2.9948,0.0034
35566,0.0052,0.0056,0.0054,1.2996,0.0033
35567,0.0028,0.002,0.0023,0.2135,0.002
35568,0.0024,0.0018,0.002,0.2104,0.0017
35569,0.0029,0.0021,0.0024,0.2711,0.0028
35570,0.005,0.0043,0.0043,2.3558,0.0033
35571,0.0043,0.0036,0.0037,1.0158,0.0029
35572,0.0046,0.0039,0.0038,0.8896,0.003
35573,0.0014,0.0009,0.0011,0.0612,0.0011
35574,0.0029,0.0022,0.0025,0.2926,0.0021
35575,0.0038,0.0036,0.0032,0.5443,0.0027
35576,0.0021,0.0016,0.0019,0.1912,0.0016
35577,0.0028,0.0023,0.0024,0.2939,0.0022
35578,0.0052,0.0029,0.0032,0.8419,0.0026
35579,0.0028,0.0022,0.0024,0.247,0.0021
35580,0.0032,0.0026,0.0038,0.4375,0.0023
35581,0.0029,0.0023,0.0025,0.2485,0.0022
35582,0.0033,0.0027,0.0028,0.5615,0.0023
35583,0.0048,0.0044,0.0041,3.3757,0.0033
35584,0.0043,0.0049,0.0036,0.8458,0.003
35585,0.0016,0.0013,0.0014,0.0688,0.0014
35586,0.0038,0.0033,0.0033,1.2467,0.0027
35587,0.0035,0.0027,0.0029,0.5241,0.0023
35588,0.0038,0.003,0.0032,0.5003,0.0027
35589,0.0032,0.0026,0.0026,0.4338,0.0021
35590,0.0025,0.002,0.0023,0.4098,0.0028
35591,0.0051,0.0048,0.0046,3.4842,0.0031
35592,0.0023,0.0017,0.0021,0.1547,0.0019
35593,0.004,0.0024,0.0026,0.3531,0.0021
35594,0.0047,0.0042,0.0052,1.9621,0.0032
35595,0.0063,0.0064,0.0058,2.1377,0.0042
35596,0.0032,0.0027,0.0029,0.3633,0.0024
35597,0.0036,0.0031,0.0031,1.0496,0.0025
35598,0.0063,0.0059,0.0051,9.6998,0.0039
35599,0.0025,0.0018,0.002,0.148,0.002
35600,0.003,0.0025,0.0026,0.3566,0.002
35601,0.0028,0.002,0.0023,0.279,0.0021
35602,0.0024,0.003,0.002,0.3979,0.0018
35603,0.0024,0.0018,0.0021,0.2294,0.0018
35604,0.0037,0.0029,0.0031,0.448,0.0026
35605,0.0043,0.0029,0.0029,0.414,0.0025
35606,0.0021,0.0016,0.0019,0.1571,0.0016
35607,0.0043,0.0035,0.0048,1.7319,0.003
35608,0.0022,0.0017,0.0021,0.1471,0.0017
35609,0.0045,0.004,0.0041,2.5062,0.0031
35610,0.004,0.0035,0.0036,0.6507,0.0027
35611,0.0051,0.0046,0.0044,2.5035,0.004
35612,0.0038,0.0031,0.0034,0.9456,0.0027
35613,0.0034,0.0028,0.003,0.4566,0.0023
35614,0.0045,0.0038,0.004,1.9838,0.0031
35615,0.0026,0.0021,0.0023,0.2845,0.0019
35616,0.0024,0.0018,0.0021,0.2001,0.0019
35617,0.0039,0.0033,0.0034,1.4433,0.0026
35618,0.0037,0.002,0.0023,0.2482,0.0021
35619,0.0021,0.0016,0.0018,0.1499,0.0016
35620,0.0027,0.002,0.0032,0.2622,0.002
35621,0.0022,0.0028,0.0019,0.1662,0.0017
35622,0.0024,0.0019,0.0022,0.1902,0.0017
35623,0.0051,0.003,0.0032,0.463,0.0026
35624,0.0072,0.0033,0.0036,0.6724,0.0027
35625,0.002,0.0014,0.0018,0.1338,0.0014
35626,0.0054,0.0048,0.0046,3.4366,0.0036
35627,0.0055,0.0048,0.0048,1.517,0.0036
35628,0.0042,0.0034,0.0037,1.9206,0.0028
35629,0.0033,0.0028,0.0029,0.5592,0.0023
35630,0.0054,0.0054,0.0046,1.3869,0.0035
35631,0.0028,0.002,0.0023,0.2554,0.0019
35632,0.0063,0.0043,0.0053,2.8104,0.0041
35633,0.0022,0.0016,0.0019,0.123,0.0015
35634,0.0039,0.0032,0.0034,0.8948,0.0029
35635,0.0028,0.0022,0.0024,0.2691,0.0021
35636,0.0048,0.0042,0.0041,2.0224,0.0031
35637,0.0043,0.0045,0.0036,0.9146,0.0028
35638,0.0044,0.0035,0.0036,0.7609,0.0028
35639,0.0039,0.0034,0.0034,0.7285,0.0028
35640,0.004,0.0035,0.0034,0.5937,0.0029
35641,0.0038,0.0029,0.003,0.5087,0.0025
35642,0.0019,0.0014,0.0016,0.164,0.0015
35643,0.0032,0.0024,0.0028,0.2944,0.0022
35644,0.0022,0.0016,0.0018,0.1449,0.0018
35645,0.0039,0.0031,0.0032,1.0533,0.0026
35646,0.0049,0.0029,0.0041,1.0355,0.0026
35647,0.007,0.0069,0.0059,5.9558,0.0043
35648,0.0026,0.0018,0.0022,0.1769,0.0019
35649,0.0044,0.0039,0.0039,2.7831,0.003
35650,0.0047,0.0038,0.004,1.6299,0.003
35651,0.002,0.0014,0.0017,0.119,0.0015
35652,0.0053,0.005,0.0048,3.0825,0.0046
35653,0.0042,0.0046,0.0038,1.7919,0.0029
35654,0.0047,0.0041,0.0041,2.1115,0.0033
35655,0.0023,0.0017,0.002,0.1697,0.0018
35656,0.0052,0.0046,0.0045,1.3895,0.0035
35657,0.0046,0.0025,0.0039,0.6313,0.0024
35658,0.0029,0.0023,0.0026,0.4889,0.0021
35659,0.0026,0.002,0.0022,0.2212,0.002
35660,0.0025,0.0022,0.0022,0.2156,0.0018
35661,0.0022,0.0017,0.002,0.1496,0.0018
35662,0.0038,0.0031,0.0033,0.532,0.0027
35663,0.0042,0.0036,0.0037,1.0446,0.0029
35664,0.0022,0.0017,0.0019,0.198,0.0018
35665,0.002,0.0016,0.0019,0.1814,0.0015
35666,0.0045,0.0038,0.0039,0.7898,0.0029
35667,0.0023,0.0017,0.0021,0.1645,0.0018
35668,0.0023,0.0017,0.0018,0.1558,0.0016
35669,0.0034,0.0026,0.003,0.6654,0.0025
35670,0.0037,0.003,0.0032,0.7397,0.0027
35671,0.0045,0.0047,0.0038,0.9442,0.0029
35672,0.0052,0.0036,0.0047,0.7391,0.0029
35673,0.0035,0.0029,0.0033,0.6595,0.0032
35674,0.0031,0.0025,0.0028,0.4086,0.0022
35675,0.0032,0.0029,0.003,0.6405,0.0024
35676,0.0021,0.0016,0.0019,0.1589,0.0016
35677,0.0037,0.0031,0.0034,0.5908,0.0028
35678,0.005,0.0046,0.0045,1.9179,0.0032
35679,0.0026,0.0021,0.0022,0.2445,0.0019
35680,0.0048,0.0042,0.0043,1.2352,0.0032
35681,0.0037,0.0031,0.0033,0.5309,0.0025
35682,0.0035,0.0029,0.0031,0.4463,0.0025
35683,0.0055,0.0056,0.005,1.7751,0.0037
35684,0.0062,0.0044,0.0055,2.0397,0.0033
35685,0.0038,0.0033,0.0035,0.7884,0.0027
35686,0.0028,0.0023,0.0024,0.2955,0.0021
35687,0.0026,0.0033,0.0023,0.2951,0.0019
35688,0.0052,0.0045,0.0044,2.7027,0.0033
35689,0.0025,0.0018,0.0021,0.1987,0.0017
35690,0.0045,0.0036,0.0036,0.6735,0.0029
35691,0.0068,0.006,0.0056,5.5986,0.004
35692,0.0023,0.0016,0.002,0.1527,0.0016
35693,0.0017,0.0013,0.0016,0.0668,0.0024
35694,0.0038,0.0031,0.0033,0.8973,0.0025
35695,0.0024,0.0018,0.0021,0.1776,0.0018
35696,0.0042,0.0036,0.0036,0.7499,0.0027
35697,0.0068,0.0058,0.0064,6.6313,0.0039
35698,0.0314,0.0026,0.0028,0.5268,0.0024
35699,0.0044,0.0039,0.004,2.1454,0.0031
35700,0.0035,0.003,0.0032,0.5674,0.0027
35701,0.0042,0.0045,0.0039,0.9111,0.0031
35702,0.0038,0.0033,0.0035,0.7418,0.0026
35703,0.0019,0.0014,0.0017,0.1222,0.0017
35704,0.0037,0.0043,0.0034,0.5713,0.0027
35705,0.0033,0.0027,0.0029,0.7537,0.0025
35706,0.0045,0.0042,0.0042,0.9707,0.0032
35707,0.0032,0.0026,0.0029,0.3824,0.0024
35708,0.0022,0.0017,0.0019,0.176,0.0018
35709,0.0036,0.0032,0.0044,0.6006,0.0026
35710,0.0062,0.0049,0.0048,7.7702,0.0037
35711,0.0025,0.0019,0.0022,0.1843,0.002
35712,0.0026,0.0021,0.0023,0.2749,0.0019
35713,0.0033,0.0025,0.0028,0.371,0.0029
35714,0.0047,0.0042,0.0042,1.8581,0.0032
35715,0.003,0.0026,0.0027,0.3455,0.0022
35716,0.0039,0.0032,0.0034,0.6313,0.0027
35717,0.0039,0.0032,0.0035,0.8772,0.0027
35718,0.0041,0.0035,0.0036,1.0613,0.003
35719,0.0062,0.0072,0.0059,17.5471,0.0043
35720,0.0044,0.0039,0.0051,1.5479,0.0032
35721,0.0041,0.0026,0.0028,0.3731,0.0023
35722,0.0028,0.0023,0.0025,0.3025,0.0022
35723,0.0036,0.0031,0.0032,0.4973,0.0025
35724,0.0025,0.0019,0.0021,0.1746,0.002
35725,0.0035,0.0029,0.0031,0.537,0.0024
35726,0.0047,0.0044,0.0043,1.075,0.0033
35727,0.0032,0.0026,0.0028,0.3752,0.0023
35728,0.004,0.0035,0.0036,0.7912,0.0028
35729,0.004,0.0035,0.0035,1.1896,0.0028
35730,0.0046,0.004,0.004,1.2362,0.003
35731,0.0021,0.0015,0.0018,0.0872,0.0019
35732,0.0036,0.003,0.0032,0.5509,0.0034
35733,0.0033,0.0026,0.0037,0.5745,0.0023
35734,0.0055,0.0041,0.0041,1.0625,0.0034
35735,0.0032,0.0026,0.0028,0.4809,0.0022
35736,0.0058,0.0064,0.0052,5.0491,0.0038
35737,0.0034,0.0029,0.003,0.427,0.0026
35738,0.0026,0.002,0.0023,0.3533,0.002
35739,0.0024,0.0019,0.0023,0.3012,0.0019
35740,0.0024,0.0019,0.0024,0.1745,0.0018
35741,0.0033,0.0028,0.0032,0.4223,0.0025
35742,0.0038,0.0032,0.0035,0.65,0.0026
35743,0.0037,0.0039,0.0034,0.856,0.0027
35744,0.0037,0.0032,0.0031,0.6182,0.0026
35745,0.0041,0.0037,0.0048,1.9131,0.003
35746,0.0027,0.0022,0.0023,0.2242,0.002
35747,0.004,0.0025,0.0026,0.4832,0.0021
35748,0.0035,0.0029,0.0029,1.049,0.0025
35749,0.0032,0.0026,0.0028,0.9853,0.0023
35750,0.0044,0.0038,0.0038,2.9994,0.0031
35751,0.0027,0.0023,0.0023,0.4526,0.0019
35752,0.0027,0.0022,0.0024,0.4525,0.0021
35753,0.0027,0.0033,0.0023,0.3593,0.0018
35754,0.0028,0.0023,0.0024,0.4558,0.0027
35755,0.0032,0.0028,0.0028,0.5589,0.0024
35756,0.0037,0.0031,0.0032,0.8702,0.0025
35757,0.0051,0.0048,0.0046,2.4175,0.0035
35758,0.0019,0.0014,0.0016,0.0963,0.0016
35759,0.0024,0.0019,0.0029,0.2753,0.0019
35760,0.0028,0.0021,0.0024,0.3377,0.002
35761,0.0019,0.0015,0.0016,0.1154,0.0015
35762,0.0073,0.0063,0.0057,3.1693,0.0043
35763,0.0029,0.0023,0.0025,0.384,0.002
35764,0.0018,0.0014,0.0015,0.0868,0.0017
35765,0.0041,0.0036,0.0035,0.8031,0.0027
35766,0.0031,0.0024,0.0026,0.3021,0.0023
35767,0.0038,0.0032,0.0033,0.6142,0.0028
35768,0.004,0.0033,0.0034,0.948,0.0028
35769,0.0031,0.0025,0.0028,0.5022,0.0025
35770,0.0033,0.0028,0.0029,0.5311,0.0025
35771,0.0017,0.0012,0.0015,0.0604,0.0016
35772,0.0023,0.0028,0.002,0.1778,0.0017
35773,0.0054,0.005,0.0055,1.3416,0.0039
35774,0.0032,0.0026,0.0029,0.3694,0.0023
35775,0.0059,0.0039,0.004,1.0206,0.0038
35776,0.0025,0.0019,0.0021,0.1714,0.0018
35777,0.0027,0.002,0.0024,0.2619,0.0022
35778,0.0033,0.0025,0.0027,0.3692,0.0024
35779,0.0039,0.003,0.0031,1.2348,0.0023
35780,0.0015,0.0009,0.0012,0.0427,0.0012
35781,0.0035,0.0026,0.0029,0.4234,0.0023
35782,0.0036,0.0029,0.0031,0.5072,0.0025
35783,0.0026,0.002,0.0022,0.2401,0.0018
35784,0.0025,0.0019,0.002,0.1957,0.0018
35785,0.0044,0.0038,0.0037,0.9038,0.0028
35786,0.0044,0.0037,0.0047,1.9157,0.0031
35787,0.0053,0.0046,0.0045,2.7793,0.0035
35788,0.0039,0.0034,0.0035,1.4251,0.0027
35789,0.0041,0.0025,0.0028,0.3479,0.0024
35790,0.0035,0.0039,0.0031,0.5794,0.0025
35791,0.0045,0.0041,0.004,2.2933,0.0031
35792,0.0044,0.0041,0.0042,1.8504,0.0032
35793,0.0025,0.0019,0.0022,0.2881,0.002
35794,0.0031,0.0026,0.0027,0.325,0.0024
35795,0.0034,0.0026,0.0029,0.5421,0.0033
35796,0.0058,0.0055,0.0051,12.7775,0.004
35797,0.0024,0.0018,0.0021,0.1659,0.0019
35798,0.0045,0.0042,0.005,1.4687,0.0033
35799,0.0029,0.0022,0.0024,0.2777,0.002
35800,0.0027,0.0022,0.0025,0.3621,0.0021
35801,0.0061,0.0049,0.0046,1.4101,0.0037
35802,0.0041,0.0036,0.0036,1.1335,0.0026
35803,0.0036,0.0031,0.0033,0.5111,0.0026
35804,0.0043,0.0037,0.0038,0.9165,0.003
35805,0.0037,0.003,0.0032,0.4617,0.0026
35806,0.0041,0.0045,0.0035,1.2478,0.0028
35807,0.0033,0.0027,0.0029,0.4582,0.0022
35808,0.0038,0.003,0.0032,0.823,0.0026
35809,0.0038,0.0031,0.0033,0.5372,0.0026
35810,0.0043,0.0035,0.0048,0.807,0.0029
35811,0.0032,0.0026,0.0028,0.4851,0.0022
35812,0.0025,0.002,0.0022,0.1908,0.0018
35813,0.0025,0.0018,0.0022,0.1881,0.0019
35814,0.006,0.0041,0.0042,0.9488,0.0044
35815,0.0054,0.0048,0.0046,8.4829,0.0037
35816,0.005,0.0044,0.0043,1.1193,0.0035
35817,0.0041,0.0035,0.0036,0.7231,0.003
35818,0.0029,0.0023,0.0026,0.2817,0.0024
35819,0.0069,0.0066,0.006,10.5656,0.0046
35820,0.0034,0.0028,0.0029,0.4785,0.0024
35821,0.0037,0.0041,0.0031,0.574,0.0026
35822,0.0044,0.0038,0.0049,0.9438,0.0029
35823,0.0047,0.0038,0.0039,1.9714,0.0032
35824,0.0069,0.0054,0.0051,7.0031,0.0041
35825,0.0054,0.0047,0.0046,1.3485,0.0035
35826,0.002,0.0015,0.0017,0.1213,0.0015
35827,0.003,0.0025,0.0027,0.3086,0.0023
35828,0.0041,0.0035,0.0036,1.1268,0.0029
35829,0.0036,0.0029,0.0031,0.8248,0.0026
35830,0.0026,0.0021,0.0024,0.2193,0.002
35831,0.0046,0.004,0.004,0.9402,0.0032
35832,0.0023,0.0017,0.002,0.2045,0.0029
35833,0.0032,0.0025,0.0027,0.397,0.0022
35834,0.0043,0.0038,0.0049,0.7452,0.0031
35835,0.002,0.0015,0.0017,0.1164,0.0015
35836,0.0031,0.0025,0.0028,0.5238,0.0025
35837,0.0054,0.0053,0.0041,1.8318,0.0033
35838,0.0037,0.0031,0.0034,0.6181,0.0028
35839,0.0032,0.0025,0.0027,0.4446,0.0022
35840,0.0045,0.0036,0.0037,1.2592,0.0029
35841,0.0048,0.004,0.004,2.8397,0.0031
35842,0.004,0.0033,0.0034,0.6557,0.0027
35843,0.002,0.0015,0.0017,0.1743,0.0015
35844,0.0035,0.003,0.0031,0.4928,0.0026
35845,0.0021,0.0015,0.0019,0.1343,0.0015
35846,0.0033,0.0027,0.0029,0.5399,0.0024
35847,0.004,0.0033,0.0045,1.178,0.0026
35848,0.0055,0.0054,0.0048,5.7878,0.0038
35849,0.0038,0.0032,0.0034,0.6029,0.0029
35850,0.0044,0.0027,0.0029,1.0569,0.0023
35851,0.0038,0.0034,0.0034,2.1057,0.0027
35852,0.0021,0.0016,0.0019,0.1094,0.0017
35853,0.0031,0.0025,0.0027,0.2831,0.0031
35854,0.0038,0.0043,0.0033,0.6044,0.0026
35855,0.002,0.0015,0.0017,0.0895,0.0017
35856,0.0032,0.0027,0.0029,0.4555,0.0022
35857,0.0026,0.0021,0.0024,0.3173,0.0021
35858,0.0034,0.0028,0.003,0.4092,0.0024
35859,0.0034,0.0028,0.0029,0.4198,0.0025
35860,0.0051,0.0047,0.0056,3.782,0.0036
35861,0.0018,0.0013,0.0016,0.1078,0.0014
35862,0.0026,0.0022,0.0287,0.2926,0.0019
35863,0.0025,0.002,0.0021,0.1999,0.0021
35864,0.0037,0.0032,0.0032,0.816,0.0027
35865,0.0036,0.0021,0.0024,0.2425,0.002
35866,0.0035,0.003,0.0031,0.7897,0.0026
35867,0.0035,0.0028,0.003,0.6853,0.0024
35868,0.003,0.0024,0.0026,0.3086,0.0023
35869,0.0036,0.0031,0.0032,0.474,0.0025
35870,0.005,0.0045,0.0047,4.9529,0.0034
35871,0.0025,0.0018,0.0022,0.176,0.0018
35872,0.0022,0.0017,0.0021,0.1692,0.0018
35873,0.0044,0.0048,0.004,1.0987,0.0029
35874,0.0035,0.0028,0.0031,0.7939,0.0024
35875,0.0044,0.0298,0.0045,1.4485,0.0038
35876,0.0036,0.0029,0.0032,0.731,0.0025
35877,0.0027,0.0021,0.0023,0.2461,0.002
35878,0.0028,0.0022,0.0024,0.2873,0.0019
35879,0.0059,0.0043,0.0042,3.1271,0.0034
35880,0.0039,0.0033,0.0035,0.6391,0.0029
35881,0.0029,0.0022,0.0026,0.2672,0.0021
35882,0.0017,0.0013,0.0015,0.0949,0.0013
35883,0.0015,0.001,0.0013,0.072,0.0013
35884,0.0035,0.0029,0.0031,0.53,0.0025
35885,0.0035,0.0028,0.0032,0.8766,0.0026
35886,0.0044,0.0037,0.0038,0.8978,0.003
35887,0.0017,0.0012,0.0015,0.0838,0.0013
35888,0.0025,0.0019,0.0021,0.2766,0.0018
35889,0.0055,0.0043,0.005,3.3334,0.0034
35890,0.004,0.0033,0.0035,0.7465,0.0029
35891,0.0037,0.0031,0.0032,0.5311,0.0026
35892,0.0054,0.0047,0.0039,0.8405,0.0032
