id,gm_time_s,extend_time_s,extend_g_time_s,ilp_time_s,syn_time_s
0,0.0114,0.0106,0.0106,2.4589,0.0104
1,0.0036,0.003,0.0031,0.7811,0.0034
2,0.004,0.0034,0.0034,1.5802,0.0032
3,0.0033,0.0027,0.0028,0.5011,0.0027
4,0.0047,0.0043,0.0041,1.3016,0.0039
5,0.0032,0.0027,0.0028,0.9726,0.0024
6,0.0023,0.0017,0.0019,0.1869,0.0018
7,0.0034,0.0028,0.0029,0.7958,0.0027
8,0.0035,0.003,0.003,1.0443,0.0031
9,0.0042,0.0041,0.0037,1.3955,0.0033
10,0.0021,0.0016,0.0018,0.1231,0.002
11,0.0032,0.0021,0.0028,0.2617,0.0029
12,0.0037,0.0033,0.0033,0.6666,0.0039
13,0.0026,0.0021,0.0022,0.4321,0.003
14,0.0016,0.0011,0.0013,0.072,0.0023
15,0.0034,0.0029,0.003,1.0742,0.0035
16,0.0031,0.0035,0.0027,1.1485,0.003
17,0.0033,0.0028,0.0029,0.5123,0.0025
18,0.0023,0.0017,0.0019,0.237,0.0017
19,0.0015,0.0011,0.0013,0.0617,0.0017
20,0.0032,0.0027,0.0028,0.5011,0.003
21,0.0024,0.0019,0.0021,0.3893,0.002
22,0.0045,0.0042,0.0039,3.3687,0.0039
23,0.0032,0.0026,0.0028,0.7491,0.0038
24,0.0036,0.0031,0.0031,1.5129,0.004
25,0.0037,0.0026,0.0034,0.4748,0.0036
26,0.0032,0.0027,0.0028,0.4548,0.0023
27,0.0036,0.0035,0.0032,0.7058,0.0025
28,0.004,0.0035,0.0035,2.7471,0.0028
29,0.0024,0.0019,0.0021,0.2535,0.0019
30,0.0034,0.0028,0.0029,1.0565,0.0024
31,0.0033,0.0027,0.0028,0.9871,0.0023
32,0.0026,0.002,0.0022,0.432,0.0022
33,0.0037,0.0031,0.0032,2.0021,0.0027
34,0.0046,0.0047,0.0041,5.2596,0.0049
35,0.0038,0.0033,0.0033,0.9283,0.0028
36,0.0016,0.0011,0.0013,0.0721,0.0019
37,0.0047,0.0038,0.004,1.1299,0.0036
38,0.0045,0.0042,0.004,3.9033,0.0039
39,0.0041,0.0038,0.0036,2.2758,0.0048
40,0.0025,0.002,0.0022,0.2704,0.0025
41,0.0022,0.0017,0.0019,0.1825,0.0027
42,0.0033,0.0027,0.0029,0.6861,0.0036
43,0.0035,0.003,0.003,0.6888,0.0036
44,0.0025,0.0019,0.0022,0.2464,0.0029
45,0.0044,0.0039,0.0038,3.5185,0.0041
46,0.0048,0.0045,0.0042,4.4096,0.0039
47,0.0043,0.004,0.0038,1.5649,0.0036
48,0.0048,0.0037,0.0043,1.1479,0.0035
49,0.0033,0.0039,0.0029,0.5459,0.0026
50,0.0042,0.0037,0.0036,1.1117,0.0045
51,0.0038,0.0033,0.0033,0.8066,0.0039
52,0.004,0.0034,0.0034,0.9597,0.0044
53,0.0023,0.0017,0.0019,0.2047,0.0018
54,0.0035,0.0031,0.0031,1.3543,0.004
55,0.0031,0.0025,0.0027,0.5463,0.0034
56,0.0031,0.0025,0.0027,0.5465,0.0036
57,0.0022,0.0017,0.0019,0.224,0.0028
58,0.0014,0.0009,0.0012,0.0572,0.0012
59,0.0035,0.0038,0.003,0.7283,0.0038
60,0.0036,0.003,0.0031,0.7443,0.0048
61,0.0023,0.0017,0.0019,0.2024,0.0031
62,0.0084,0.0058,0.0059,18.3745,0.0063
63,0.0046,0.0025,0.0026,0.5438,0.003
64,0.0032,0.0016,0.0018,0.2082,0.002
65,0.0047,0.0025,0.0026,0.5127,0.0029
66,0.0031,0.0022,0.0018,0.14,0.0023
67,0.0037,0.0018,0.0021,0.22,0.0026
68,0.0041,0.0022,0.0023,0.3661,0.0029
69,0.0064,0.0035,0.0035,1.7833,0.0042
70,0.0024,0.0012,0.0014,0.1011,0.002
71,0.0054,0.0031,0.003,0.6964,0.0041
72,0.0048,0.0025,0.0033,0.4866,0.004
73,0.0025,0.0012,0.0021,0.0873,0.0022
74,0.0046,0.0031,0.0039,0.7982,0.0039
75,0.0086,0.0074,0.0072,4.1626,0.0058
76,0.0077,0.0076,0.0198,7.609,0.0069
77,0.0048,0.0041,0.0042,0.5429,0.0041
78,0.0034,0.0028,0.003,0.2542,0.0031
79,0.0056,0.0051,0.018,1.8881,0.0046
80,0.0031,0.0038,0.0041,0.5827,0.004
81,0.0025,0.003,0.0032,0.3222,0.0031
82,0.0035,0.0044,0.0173,0.7095,0.0043
83,0.0043,0.0068,0.0038,1.1576,0.0053
84,0.0023,0.0026,0.0019,0.1802,0.003
85,0.0056,0.0086,0.0049,2.4239,0.0068
86,0.003,0.0037,0.0026,0.7052,0.0033
87,0.0043,0.0049,0.0037,0.7711,0.0033
88,0.0058,0.0093,0.0051,3.9134,0.0077
89,0.0022,0.0026,0.0019,0.1796,0.0035
90,0.0021,0.0024,0.0019,0.1465,0.003
91,0.0046,0.0068,0.0039,3.338,0.0051
92,0.0041,0.0057,0.0035,1.074,0.0031
93,0.002,0.0022,0.0017,0.1529,0.0015
94,0.003,0.0038,0.0026,0.4106,0.0023
95,0.0032,0.0029,0.0028,0.4909,0.0023
96,0.0022,0.0017,0.0019,0.1799,0.0022
97,0.0038,0.0033,0.0033,0.8324,0.0026
98,0.003,0.0024,0.0025,0.6864,0.0022
99,0.0038,0.004,0.0033,1.5308,0.0027
100,0.0042,0.0032,0.0037,0.9345,0.0027
101,0.0026,0.0019,0.0021,0.3375,0.0019
102,0.0051,0.005,0.0045,2.0693,0.0035
103,0.0034,0.0029,0.003,0.6333,0.0024
104,0.0049,0.003,0.003,0.8566,0.0025
105,0.0032,0.0021,0.0023,0.3613,0.002
106,0.0033,0.0026,0.0027,0.8069,0.0022
107,0.0043,0.0038,0.0037,1.1783,0.0029
108,0.0038,0.0033,0.0033,1.1144,0.0027
109,0.0035,0.0029,0.003,0.7192,0.0025
110,0.0035,0.0029,0.003,1.5015,0.0025
111,0.0027,0.0022,0.0025,0.3426,0.002
112,0.0056,0.0055,0.005,11.3572,0.0031
113,0.0038,0.0034,0.0033,2.1425,0.0027
114,0.0031,0.0024,0.0026,0.8819,0.002
115,0.0025,0.002,0.0022,0.2801,0.0024
116,0.0043,0.004,0.0038,3.9334,0.0029
117,0.0029,0.0024,0.0025,0.6507,0.0029
118,0.0028,0.0033,0.0024,0.7038,0.0029
119,0.0035,0.0029,0.003,0.6702,0.0025
120,0.0033,0.0027,0.0029,0.6882,0.0025
121,0.0022,0.0016,0.0018,0.2431,0.0015
122,0.0036,0.003,0.0031,1.366,0.0025
123,0.0033,0.0029,0.0028,1.1215,0.0021
124,0.0038,0.0025,0.0033,0.7746,0.0024
125,0.0028,0.0022,0.0024,0.3241,0.002
126,0.0038,0.0032,0.0032,0.9202,0.0027
127,0.0043,0.0039,0.0037,1.5684,0.0031
128,0.0044,0.0046,0.0038,2.0133,0.003
129,0.0027,0.0022,0.0023,0.312,0.002
130,0.0035,0.0029,0.003,0.6106,0.0026
131,0.0021,0.0015,0.0018,0.1283,0.0016
132,0.0019,0.0015,0.0017,0.1502,0.0015
133,0.0036,0.003,0.0031,0.6913,0.0026
134,0.0041,0.0036,0.0035,2.2725,0.0028
135,0.0035,0.003,0.0031,0.8815,0.0025
136,0.0015,0.0011,0.0013,0.0838,0.002
137,0.0034,0.0021,0.0028,0.3475,0.0019
138,0.002,0.0015,0.0017,0.1688,0.0016
139,0.004,0.0036,0.0035,0.9457,0.0027
140,0.0032,0.0026,0.0027,0.4558,0.0024
141,0.0032,0.0026,0.0029,0.8495,0.0023
142,0.0028,0.0023,0.0025,0.7162,0.002
143,0.0033,0.0029,0.0028,1.1452,0.0023
144,0.0055,0.0052,0.0046,8.6671,0.0036
145,0.0018,0.0013,0.0015,0.1657,0.0013
146,0.0033,0.0036,0.0029,0.5613,0.0024
147,0.0028,0.0022,0.0025,0.3523,0.002
148,0.0038,0.0033,0.0033,0.7286,0.0027
149,0.0043,0.0038,0.0037,3.0758,0.0029
150,0.0045,0.0033,0.0038,2.0415,0.0025
151,0.0026,0.002,0.0022,0.3516,0.002
152,0.0046,0.0045,0.004,6.2468,0.0031
153,0.0038,0.0034,0.0034,2.786,0.0027
154,0.0038,0.0035,0.0033,0.8681,0.0027
155,0.0025,0.0018,0.0021,0.2934,0.0018
156,0.0017,0.0013,0.0016,0.1112,0.002
157,0.0023,0.0021,0.002,0.337,0.0017
158,0.0028,0.0024,0.0024,0.3643,0.0022
159,0.0032,0.0032,0.0029,0.5463,0.0023
160,0.0038,0.0031,0.0031,0.7171,0.0025
161,0.0049,0.0053,0.0042,1.9852,0.0032
162,0.0037,0.0031,0.0036,1.3142,0.0024
163,0.0044,0.0031,0.0031,0.9943,0.0025
164,0.0031,0.0026,0.0027,1.0407,0.0023
165,0.0032,0.0026,0.0028,1.3776,0.0023
166,0.0028,0.0023,0.0024,0.4294,0.0022
167,0.0021,0.0017,0.0018,0.2016,0.0017
168,0.0043,0.0037,0.0037,1.6023,0.003
169,0.0049,0.0048,0.0043,5.882,0.0032
170,0.0033,0.0028,0.0029,1.1091,0.0024
171,0.0033,0.0028,0.0028,0.5167,0.0023
172,0.0038,0.0032,0.0032,1.3022,0.0026
173,0.0034,0.0027,0.0029,0.598,0.0027
174,0.003,0.0025,0.0033,0.4214,0.0022
175,0.0045,0.0032,0.0031,0.6798,0.0031
176,0.0039,0.0043,0.0034,0.9504,0.0027
177,0.0019,0.0014,0.0016,0.1198,0.0016
178,0.0031,0.0026,0.0027,0.7774,0.0022
179,0.0019,0.0014,0.0017,0.1058,0.0016
180,0.0038,0.0032,0.0033,1.7421,0.0028
181,0.0025,0.0019,0.0021,0.2977,0.0018
182,0.0027,0.0022,0.0024,0.4128,0.0021
183,0.0046,0.0042,0.004,3.445,0.0031
184,0.002,0.0017,0.0017,0.1645,0.0016
185,0.0015,0.0011,0.0013,0.0742,0.0012
186,0.0032,0.0027,0.0028,0.5117,0.0023
187,0.0032,0.0027,0.0028,0.4676,0.0023
188,0.0061,0.0064,0.0059,18.5426,0.004
189,0.0041,0.003,0.003,0.5514,0.0024
190,0.0035,0.003,0.0031,0.5894,0.0026
191,0.0019,0.0014,0.0016,0.1289,0.0015
192,0.0049,0.0044,0.0042,4.3428,0.0033
193,0.0041,0.0044,0.0035,3.2735,0.0028
194,0.0029,0.0024,0.0025,0.6957,0.002
195,0.0024,0.0019,0.0021,0.285,0.0024
196,0.0036,0.003,0.0031,1.3913,0.0025
197,0.0042,0.0039,0.0037,1.0148,0.0032
198,0.0028,0.0022,0.0024,0.7696,0.002
199,0.0022,0.0017,0.0019,0.2297,0.0016
200,0.003,0.0022,0.003,0.3996,0.0021
201,0.0028,0.0023,0.0023,0.5562,0.0019
202,0.004,0.0027,0.0028,0.5338,0.0024
203,0.0031,0.0025,0.0025,0.7847,0.0021
204,0.0032,0.0027,0.0028,0.6999,0.0023
205,0.0035,0.0029,0.003,1.1637,0.0023
206,0.0043,0.0039,0.0038,3.0614,0.0031
207,0.0024,0.0018,0.002,0.1868,0.0019
208,0.0033,0.0028,0.0029,0.5758,0.0025
209,0.0019,0.0014,0.0017,0.142,0.0016
210,0.0034,0.0029,0.003,0.7095,0.0023
211,0.0042,0.0044,0.0035,2.6548,0.0028
212,0.0039,0.0034,0.0033,1.0374,0.0027
213,0.0029,0.0024,0.003,0.709,0.0021
214,0.0027,0.0027,0.0024,0.3711,0.002
215,0.0032,0.0018,0.002,0.3388,0.0017
216,0.0025,0.002,0.0022,0.2509,0.0024
217,0.0036,0.0032,0.0032,0.689,0.0025
218,0.0024,0.0018,0.002,0.3458,0.0017
219,0.0021,0.0019,0.0018,0.2296,0.0015
220,0.0046,0.0039,0.0038,1.146,0.003
221,0.0022,0.0019,0.0019,0.2548,0.0016
222,0.003,0.0023,0.0025,0.4571,0.0022
223,0.0031,0.0025,0.0026,0.5063,0.0021
224,0.0038,0.0032,0.0032,0.7381,0.0027
225,0.0029,0.0023,0.0024,0.3722,0.002
226,0.0028,0.0021,0.0023,0.3119,0.0021
227,0.0049,0.0047,0.0047,4.1724,0.0033
228,0.0034,0.0028,0.0029,0.8313,0.0023
229,0.0048,0.0044,0.0036,1.2467,0.0029
230,0.0014,0.001,0.0012,0.0484,0.0011
231,0.0039,0.0034,0.0033,1.6144,0.0027
232,0.0037,0.0032,0.0032,0.7448,0.0026
233,0.004,0.0035,0.0034,1.9483,0.0027
234,0.0042,0.004,0.0036,4.8833,0.0028
235,0.0035,0.003,0.0031,1.2286,0.0026
236,0.0044,0.004,0.0039,3.596,0.0036
237,0.0031,0.0025,0.0026,0.7996,0.0022
238,0.0024,0.0017,0.002,0.2384,0.0018
239,0.0058,0.006,0.0056,17.7377,0.0036
240,0.0044,0.0029,0.003,0.9794,0.0025
241,0.0037,0.0032,0.0032,0.7696,0.0026
242,0.0038,0.0034,0.0032,1.1947,0.0025
243,0.0041,0.0045,0.0036,2.3598,0.0029
244,0.0043,0.0038,0.0037,1.9902,0.003
245,0.0023,0.0017,0.002,0.2699,0.0017
246,0.0035,0.003,0.003,0.6125,0.0025
247,0.0013,0.0009,0.0012,0.0491,0.001
248,0.0032,0.0026,0.0028,0.4309,0.0023
249,0.0042,0.0038,0.0036,0.9467,0.0027
250,0.0029,0.0023,0.0032,0.4774,0.0021
251,0.0045,0.0041,0.0039,3.0163,0.0032
252,0.003,0.0025,0.0026,0.4154,0.0021
253,0.0039,0.0027,0.0025,0.4095,0.0022
254,0.0022,0.0015,0.0017,0.1307,0.0015
255,0.0067,0.0031,0.003,0.6732,0.0024
256,0.0052,0.0024,0.0026,0.3671,0.0022
257,0.0053,0.0032,0.0032,1.4348,0.0033
258,0.0052,0.002,0.0022,0.2311,0.0018
259,0.0072,0.003,0.003,0.5416,0.0025
260,0.003,0.0011,0.0013,0.0756,0.0012
261,0.0074,0.004,0.0033,1.0907,0.0027
262,0.007,0.0027,0.0028,0.5005,0.0024
263,0.0055,0.0023,0.0025,0.4365,0.002
264,0.0042,0.0018,0.0026,0.2104,0.0018
265,0.0095,0.0045,0.004,6.5214,0.0031
266,0.0058,0.0037,0.0036,1.0414,0.0027
267,0.0048,0.0032,0.0033,0.7114,0.0027
268,0.004,0.0033,0.0033,1.1497,0.0027
269,0.0026,0.0019,0.0021,0.2413,0.0018
270,0.0037,0.0031,0.0031,0.9673,0.0026
271,0.0017,0.0012,0.0015,0.0875,0.0013
272,0.0041,0.0035,0.0035,2.4734,0.0028
273,0.004,0.0033,0.0033,1.1658,0.0026
274,0.0021,0.0016,0.0018,0.1973,0.0017
275,0.0035,0.0027,0.0028,0.8969,0.0023
276,0.0036,0.003,0.0038,0.9556,0.0025
277,0.0028,0.0024,0.0023,0.4878,0.0024
278,0.0049,0.0051,0.0041,4.1304,0.0031
279,0.0029,0.0022,0.0024,0.2977,0.002
280,0.0045,0.0029,0.003,0.8434,0.0024
281,0.0031,0.0027,0.0027,0.4392,0.0022
282,0.0037,0.0031,0.0031,0.5998,0.0026
283,0.0033,0.0026,0.0027,0.8105,0.0022
284,0.0047,0.0043,0.004,4.1326,0.0032
285,0.0027,0.0021,0.0023,0.2425,0.0021
286,0.0044,0.0039,0.0039,1.0759,0.003
287,0.0041,0.0033,0.0034,0.8257,0.0027
288,0.0048,0.004,0.0047,1.4211,0.0032
289,0.004,0.0031,0.0032,1.0831,0.0025
290,0.0062,0.0045,0.0044,1.5488,0.0033
291,0.0064,0.0032,0.0033,1.384,0.0026
292,0.0037,0.002,0.0023,0.301,0.0018
293,0.0056,0.0045,0.0035,1.5155,0.0029
294,0.005,0.0083,0.0036,1.821,0.003
295,0.0055,0.005,0.0044,4.4344,0.0038
296,0.0037,0.0032,0.0031,1.3045,0.0024
297,0.0034,0.0028,0.0028,0.4671,0.0023
298,0.0024,0.0019,0.0021,0.16,0.0018
299,0.003,0.0039,0.003,0.2732,0.0019
300,0.0028,0.0016,0.0018,0.1331,0.0016
301,0.0052,0.0037,0.0035,0.9256,0.0029
302,0.0032,0.0026,0.0028,0.7517,0.0022
303,0.0029,0.0022,0.0024,0.3283,0.002
304,0.0049,0.0037,0.0036,0.9597,0.0027
305,0.004,0.0036,0.0035,0.9466,0.0028
306,0.0032,0.0027,0.0028,0.8967,0.0024
307,0.0027,0.0022,0.0024,0.2635,0.002
308,0.0045,0.0041,0.0039,1.2319,0.0031
309,0.0031,0.0034,0.0027,0.434,0.0022
310,0.0028,0.0022,0.0025,0.3464,0.0021
311,0.0032,0.0027,0.0028,0.739,0.0023
312,0.0035,0.0026,0.0035,0.747,0.0022
313,0.0034,0.002,0.0023,0.2918,0.0019
314,0.0045,0.0027,0.0029,0.9053,0.0023
315,0.0039,0.0021,0.0024,0.3799,0.0021
316,0.0029,0.0023,0.0025,0.3448,0.0021
317,0.0025,0.0019,0.0021,0.2323,0.0025
318,0.005,0.004,0.0035,1.8027,0.0026
319,0.0025,0.0021,0.0022,0.2209,0.0019
320,0.0049,0.0039,0.0038,0.9409,0.003
321,0.0032,0.0031,0.0028,0.7518,0.0023
322,0.0029,0.0024,0.0026,0.5356,0.0022
323,0.0043,0.0036,0.0037,1.6613,0.0027
324,0.0025,0.0019,0.002,0.2158,0.0018
325,0.0034,0.0028,0.003,0.5333,0.0023
326,0.0025,0.0017,0.0028,0.1965,0.0018
327,0.0049,0.0042,0.0037,1.0343,0.0029
328,0.0023,0.0024,0.0018,0.1736,0.0015
329,0.0031,0.0023,0.0024,0.3703,0.0021
330,0.0035,0.0027,0.0027,0.3999,0.0022
331,0.0026,0.0013,0.0016,0.0811,0.0015
332,0.0025,0.002,0.0021,0.2056,0.002
333,0.0024,0.0018,0.002,0.2299,0.0021
334,0.004,0.0037,0.0035,1.385,0.0031
335,0.0035,0.003,0.0032,0.5492,0.0028
336,0.0053,0.0051,0.0048,6.539,0.0043
337,0.0033,0.0028,0.003,0.9388,0.0026
338,0.0037,0.0033,0.0034,0.6913,0.0037
339,0.0021,0.0015,0.0025,0.2097,0.0016
340,0.0029,0.0024,0.0049,0.3972,0.0022
341,0.0025,0.0022,0.0028,0.3081,0.0018
342,0.0022,0.0017,0.0021,0.1523,0.0016
343,0.0041,0.0035,0.0037,1.7478,0.0028
344,0.0036,0.0031,0.0031,0.5615,0.0025
345,0.0027,0.0013,0.002,0.0855,0.0015
346,0.0039,0.0046,0.0035,0.8577,0.0027
347,0.0018,0.0015,0.0017,0.1129,0.0016
348,0.0032,0.0036,0.0028,0.4456,0.0023
349,0.0038,0.0047,0.0033,0.7141,0.0028
350,0.0035,0.0046,0.0032,0.5496,0.0026
351,0.0038,0.0035,0.0033,0.762,0.0026
352,0.0053,0.0062,0.0048,2.5764,0.0036
353,0.0032,0.0027,0.0039,1.0494,0.0023
354,0.0037,0.002,0.0028,0.3156,0.0019
355,0.0022,0.0017,0.0021,0.2074,0.0016
356,0.0037,0.0032,0.0032,1.1341,0.0025
357,0.0036,0.003,0.0031,0.894,0.0025
358,0.0049,0.003,0.0033,0.7242,0.0029
359,0.0029,0.0022,0.0027,0.4022,0.002
360,0.0023,0.0017,0.0019,0.2078,0.0018
361,0.0045,0.0045,0.0037,2.3813,0.0028
362,0.0021,0.0015,0.0017,0.1366,0.0017
363,0.0021,0.0017,0.0018,0.1717,0.0016
364,0.0029,0.0022,0.0025,0.3584,0.0021
365,0.0036,0.003,0.0032,1.6704,0.0026
366,0.0046,0.0042,0.0051,4.112,0.0033
367,0.0024,0.0018,0.0024,0.2098,0.0018
368,0.0031,0.0027,0.0032,0.5909,0.0023
369,0.0027,0.0022,0.0031,0.4633,0.002
370,0.003,0.0025,0.0034,0.528,0.0021
371,0.0032,0.0026,0.0031,0.6628,0.0024
372,0.0043,0.0039,0.0037,1.638,0.0028
373,0.004,0.0027,0.0028,1.1277,0.0023
374,0.0033,0.0028,0.003,0.6112,0.0025
375,0.0021,0.0016,0.0017,0.177,0.0015
376,0.0041,0.0038,0.0036,0.8684,0.003
377,0.0021,0.0016,0.0019,0.1737,0.0017
378,0.0029,0.0023,0.0025,0.3756,0.0022
379,0.0036,0.0038,0.0031,1.3609,0.0025
380,0.004,0.0038,0.0042,1.1087,0.0034
381,0.0036,0.003,0.0031,0.9807,0.0027
382,0.0047,0.0043,0.004,3.0492,0.0032
383,0.0018,0.0014,0.0016,0.1055,0.0015
384,0.0028,0.0022,0.0023,0.3741,0.002
385,0.0033,0.0027,0.0029,0.4851,0.0024
386,0.0027,0.0022,0.0023,0.3012,0.0019
387,0.0057,0.0044,0.0042,5.0068,0.0032
388,0.0038,0.0033,0.0033,0.7766,0.0026
389,0.0023,0.0018,0.002,0.1992,0.0018
390,0.0041,0.0036,0.004,0.8433,0.0029
391,0.0021,0.0017,0.0023,0.1754,0.0018
392,0.004,0.0036,0.0035,0.7274,0.0028
393,0.0032,0.0027,0.0035,0.4514,0.0024
394,0.0018,0.0014,0.0017,0.1278,0.0015
395,0.0035,0.0031,0.003,0.6451,0.0025
396,0.0039,0.0054,0.0035,1.7219,0.0032
397,0.0022,0.0022,0.0019,0.1722,0.0033
398,0.004,0.0053,0.0035,0.8553,0.0046
399,0.0022,0.0024,0.0019,0.21,0.0018
400,0.0055,0.0051,0.0046,1.3617,0.004
401,0.0037,0.0036,0.0048,1.1269,0.0028
402,0.0032,0.003,0.0039,0.603,0.0031
403,0.0028,0.0025,0.0033,0.4045,0.0021
404,0.0031,0.0033,0.0038,0.4207,0.0028
405,0.0022,0.0021,0.0029,0.205,0.0023
406,0.0021,0.0022,0.0029,0.1565,0.0025
407,0.0036,0.0046,0.0051,0.7834,0.0041
408,0.0023,0.0025,0.003,0.2336,0.0025
409,0.0015,0.001,0.0019,0.0565,0.0017
410,0.003,0.0036,0.0033,0.4419,0.0038
411,0.0021,0.0022,0.0019,0.154,0.0017
412,0.0035,0.0041,0.003,0.8858,0.0028
413,0.002,0.0024,0.0031,0.1394,0.0017
414,0.0026,0.0028,0.0031,0.4175,0.0023
415,0.0054,0.0064,0.004,1.206,0.0037
416,0.0036,0.005,0.0033,0.5891,0.0031
417,0.0028,0.0031,0.0024,0.329,0.0024
418,0.0043,0.0062,0.0049,2.61,0.0035
419,0.0025,0.0029,0.0022,0.2369,0.0024
420,0.0033,0.0027,0.0031,0.5889,0.0033
421,0.0041,0.0037,0.0047,1.5636,0.0042
422,0.0039,0.004,0.0035,1.2165,0.0047
423,0.0016,0.0012,0.0014,0.0989,0.0019
424,0.0049,0.005,0.0042,7.0538,0.0043
425,0.0021,0.0017,0.0019,0.2319,0.0023
426,0.0034,0.0028,0.0029,0.8851,0.0034
427,0.0025,0.0026,0.0021,0.1763,0.0026
428,0.0033,0.003,0.0022,0.2328,0.0028
429,0.0049,0.0048,0.0039,2.4523,0.0042
430,0.0017,0.0013,0.0012,0.0465,0.002
431,0.0042,0.0048,0.0036,2.516,0.0046
432,0.0022,0.0017,0.0019,0.1418,0.0028
433,0.0037,0.0041,0.0031,0.7177,0.0043
434,0.0023,0.0018,0.0027,0.1732,0.0024
435,0.0045,0.0043,0.0038,3.1913,0.004
436,0.0029,0.0023,0.0025,0.3449,0.0031
437,0.0031,0.0026,0.0027,0.8062,0.0033
438,0.0036,0.0031,0.0031,0.6222,0.0038
439,0.0035,0.003,0.003,0.6076,0.004
440,0.0026,0.002,0.0022,0.3523,0.0031
441,0.0031,0.0025,0.0027,0.4316,0.0037
442,0.0032,0.0017,0.002,0.1754,0.0026
443,0.0028,0.0024,0.0025,0.493,0.0022
444,0.0027,0.0021,0.0023,0.2717,0.0022
445,0.0048,0.0045,0.0042,2.7224,0.0035
446,0.0043,0.0038,0.0037,3.3269,0.0032
447,0.0027,0.0022,0.0032,0.5924,0.0022
448,0.0038,0.0033,0.0033,1.8533,0.003
449,0.0033,0.0028,0.0028,0.9992,0.0025
450,0.0055,0.0061,0.0048,8.8325,0.0042
451,0.0032,0.0026,0.0028,0.5257,0.0027
452,0.0034,0.0031,0.0029,1.1439,0.0025
453,0.0033,0.0027,0.0028,0.6843,0.0026
454,0.0018,0.0012,0.0015,0.1382,0.0014
455,0.0036,0.0021,0.0022,0.3959,0.0022
456,0.0025,0.0019,0.0021,0.2516,0.0019
457,0.0029,0.0023,0.0025,0.744,0.0023
458,0.0017,0.0012,0.0015,0.1111,0.0015
459,0.004,0.0036,0.0035,1.2683,0.0033
460,0.0033,0.0032,0.0029,0.5606,0.0026
461,0.0028,0.0023,0.0031,0.3971,0.0023
462,0.0022,0.0018,0.002,0.1813,0.0018
463,0.0034,0.0027,0.0029,0.473,0.0033
464,0.0049,0.0045,0.0042,3.2698,0.0036
465,0.005,0.0048,0.0045,6.5797,0.0039
466,0.0068,0.008,0.0059,31.996,0.0049
467,0.0057,0.0045,0.0041,6.016,0.0037
468,0.0031,0.003,0.0027,0.4644,0.0024
469,0.0044,0.004,0.0038,2.6782,0.0034
470,0.0044,0.0039,0.0038,2.4247,0.0031
471,0.0056,0.0057,0.006,2.9178,0.0036
472,0.0028,0.0023,0.0025,0.3341,0.0021
473,0.0036,0.0031,0.0031,0.5928,0.0028
474,0.0031,0.0025,0.0027,0.4311,0.0024
475,0.0032,0.003,0.0027,1.1258,0.0022
476,0.0036,0.003,0.0031,1.063,0.0026
477,0.0048,0.0033,0.0033,0.8922,0.0026
478,0.0036,0.0032,0.0031,0.7183,0.0026
479,0.0027,0.0021,0.0024,0.3427,0.0036
480,0.0036,0.0037,0.003,0.8234,0.0025
481,0.0026,0.002,0.0023,0.2956,0.002
482,0.0026,0.0021,0.0022,0.2253,0.0021
483,0.0019,0.0013,0.0025,0.0844,0.0018
484,0.0021,0.0015,0.0017,0.1151,0.002
485,0.0016,0.0012,0.0015,0.0695,0.0016
486,0.0039,0.0034,0.0032,0.7474,0.0027
487,0.0041,0.0036,0.0036,2.7967,0.0029
488,0.0031,0.0024,0.0026,0.6864,0.0022
489,0.0033,0.0028,0.0028,1.0221,0.0024
490,0.0021,0.0015,0.0018,0.1625,0.0016
491,0.003,0.0024,0.0026,0.4087,0.0021
492,0.0034,0.0021,0.0023,0.3011,0.0019
493,0.0022,0.0021,0.0019,0.2307,0.0018
494,0.0019,0.0015,0.0016,0.1159,0.0014
495,0.0027,0.0022,0.0024,0.3947,0.002
496,0.0018,0.0013,0.0015,0.1368,0.0012
497,0.003,0.0024,0.0026,0.3877,0.0022
498,0.0023,0.0018,0.002,0.2518,0.0017
499,0.0019,0.0013,0.0022,0.1417,0.0014
500,0.0029,0.0023,0.0024,0.3621,0.0021
501,0.0025,0.002,0.0022,0.2372,0.0024
502,0.0048,0.005,0.0041,1.98,0.0032
503,0.0026,0.002,0.0022,0.339,0.0018
504,0.0026,0.002,0.0022,0.3434,0.0019
505,0.0023,0.0017,0.0019,0.1597,0.0017
506,0.0037,0.0031,0.0032,0.6768,0.0026
507,0.0037,0.0033,0.0032,1.019,0.0025
508,0.0046,0.0036,0.0035,0.7815,0.0028
509,0.0026,0.002,0.0022,0.2559,0.0018
510,0.0029,0.0024,0.0024,0.6088,0.002
511,0.0031,0.0025,0.0027,0.4569,0.0022
512,0.0038,0.0034,0.0033,1.4047,0.0027
513,0.0029,0.0026,0.0032,0.7865,0.0022
514,0.0047,0.0046,0.0041,7.3564,0.003
515,0.0025,0.0019,0.0021,0.2441,0.0018
516,0.0021,0.0016,0.0018,0.161,0.0016
517,0.0024,0.0018,0.0021,0.2107,0.0019
518,0.0039,0.0042,0.0034,3.1812,0.0028
519,0.0021,0.0015,0.0017,0.1393,0.0015
520,0.0023,0.002,0.0021,0.2191,0.0018
521,0.004,0.0034,0.0033,1.3542,0.0026
522,0.0023,0.0018,0.002,0.2056,0.0023
523,0.004,0.0026,0.0027,0.4585,0.0022
524,0.004,0.0035,0.0035,1.5825,0.0027
525,0.0046,0.0041,0.004,1.3899,0.0031
526,0.004,0.0035,0.0042,1.2617,0.0027
