id,gm_time_s,extend_time_s,extend_g_time_s,ilp_time_s,syn_time_s
9976,0.004,0.0037,0.0034,0.8687,0.0028
9977,0.0015,0.001,0.0013,0.0585,0.0011
9978,0.0036,0.0031,0.004,0.6612,0.0025
9979,0.004,0.0035,0.0035,0.7044,0.0027
9980,0.0022,0.0016,0.0019,0.1654,0.0017
9981,0.0028,0.0022,0.0024,0.4805,0.002
9982,0.0024,0.0019,0.0021,0.2792,0.0019
9983,0.0029,0.0024,0.0025,0.4017,0.002
9984,0.0032,0.0025,0.0028,0.7025,0.0024
9985,0.003,0.0024,0.0026,0.3809,0.0021
9986,0.0031,0.0025,0.0027,0.7506,0.0023
9987,0.0048,0.0042,0.0041,1.2865,0.0031
9988,0.0028,0.0023,0.0025,0.2809,0.0021
9989,0.0048,0.0045,0.0034,0.6688,0.0028
9990,0.0021,0.0017,0.0019,0.18,0.0016
9991,0.0027,0.0021,0.0023,0.26,0.0019
9992,0.0026,0.0021,0.0023,0.2242,0.0021
9993,0.0063,0.0061,0.0063,13.6342,0.0041
9994,0.0027,0.0022,0.0024,0.314,0.0019
9995,0.005,0.0046,0.0044,5.3103,0.0035
9996,0.0025,0.0019,0.0022,0.198,0.0025
9997,0.0044,0.0038,0.0038,1.3791,0.0029
9998,0.0025,0.0019,0.0021,0.2596,0.0019
9999,0.003,0.0024,0.0026,0.381,0.0021
10000,0.0021,0.0015,0.0018,0.1436,0.0016
10001,0.0016,0.0012,0.0014,0.0719,0.0013
10002,0.0048,0.0044,0.0042,3.0848,0.0032
10003,0.0046,0.0032,0.0032,0.5372,0.0027
10004,0.0021,0.0016,0.0018,0.1959,0.0016
10005,0.0057,0.0064,0.0059,13.232,0.0039
10006,0.0042,0.0036,0.0037,0.8797,0.0031
10007,0.0042,0.0037,0.0036,1.5109,0.0029
10008,0.0033,0.0026,0.0029,0.4195,0.0024
10009,0.0021,0.0017,0.0018,0.1294,0.0015
10010,0.004,0.0033,0.0035,0.7759,0.0028
10011,0.0019,0.0013,0.0015,0.0574,0.0016
10012,0.0037,0.0032,0.0033,1.4224,0.0027
10013,0.0019,0.0014,0.0017,0.0954,0.0017
10014,0.0022,0.0017,0.0019,0.1977,0.0016
10015,0.0033,0.0027,0.0029,0.4877,0.0024
10016,0.0045,0.0028,0.003,0.9823,0.0024
10017,0.0022,0.0017,0.0019,0.1377,0.0023
10018,0.0037,0.0032,0.0032,0.5704,0.0027
10019,0.0023,0.0018,0.0019,0.3174,0.0019
10020,0.0033,0.0025,0.0037,0.9138,0.0022
10021,0.0028,0.0023,0.0025,0.3493,0.0021
10022,0.0031,0.0026,0.0028,0.4517,0.0022
10023,0.003,0.0023,0.0025,0.2692,0.0022
10024,0.0019,0.0022,0.0017,0.1077,0.0015
10025,0.0038,0.0031,0.0032,0.9514,0.0026
10026,0.0037,0.0031,0.0033,1.1002,0.0026
10027,0.0022,0.0017,0.0019,0.1869,0.0018
10028,0.0038,0.0032,0.0033,0.6705,0.0027
10029,0.0027,0.002,0.0022,0.2735,0.002
10030,0.0027,0.0021,0.0023,0.3397,0.0019
10031,0.0049,0.0036,0.0035,0.8588,0.0028
10032,0.0027,0.0022,0.0024,0.3113,0.002
10033,0.0028,0.0022,0.0024,0.3982,0.0021
10034,0.0023,0.0017,0.0019,0.1844,0.0017
10035,0.0046,0.0045,0.005,1.2282,0.0033
10036,0.0053,0.0052,0.0048,2.0045,0.0038
10037,0.0036,0.0032,0.0032,0.6022,0.0024
10038,0.0022,0.0016,0.0019,0.1533,0.0017
10039,0.0038,0.0032,0.0033,1.0484,0.0034
10040,0.0045,0.0042,0.0039,1.0552,0.003
10041,0.0055,0.0065,0.005,4.6625,0.0039
10042,0.0054,0.0056,0.0049,4.6663,0.0039
10043,0.006,0.0045,0.0043,3.8638,0.0034
10044,0.0037,0.0034,0.0044,0.5973,0.0027
10045,0.0032,0.0026,0.0027,0.4644,0.0024
10046,0.0034,0.0027,0.0029,0.5254,0.0024
10047,0.0023,0.0019,0.0021,0.2546,0.0018
10048,0.0036,0.0029,0.0031,0.608,0.0027
10049,0.0046,0.0042,0.0041,2.8274,0.0032
10050,0.0024,0.0018,0.0021,0.182,0.0019
10051,0.0056,0.0053,0.005,6.6146,0.0038
10052,0.0026,0.0021,0.0023,0.4304,0.0018
10053,0.0035,0.003,0.0031,1.1122,0.0026
10054,0.0039,0.0023,0.0026,0.3703,0.0021
10055,0.0042,0.0045,0.0037,2.0929,0.003
10056,0.0039,0.0033,0.0034,1.1494,0.0027
10057,0.0029,0.0023,0.0031,0.5186,0.002
10058,0.0051,0.0046,0.0045,1.5869,0.004
10059,0.0029,0.0024,0.0025,0.35,0.002
10060,0.0023,0.0018,0.0021,0.1952,0.0019
10061,0.0024,0.002,0.0021,0.2186,0.0017
10062,0.0025,0.002,0.0022,0.2641,0.002
10063,0.0031,0.0025,0.0028,0.4358,0.0022
10064,0.004,0.0035,0.0036,0.8605,0.0029
10065,0.0018,0.0014,0.0017,0.1049,0.0015
10066,0.0027,0.0023,0.0023,0.3706,0.002
10067,0.0017,0.0012,0.0015,0.0815,0.0014
10068,0.002,0.0014,0.0017,0.1218,0.0015
10069,0.0017,0.0013,0.0015,0.0818,0.0015
10070,0.0044,0.0028,0.0029,0.4848,0.0024
10071,0.005,0.0047,0.0045,1.5278,0.0035
10072,0.0028,0.0022,0.0033,0.5591,0.0021
10073,0.0042,0.0036,0.0037,0.8856,0.0029
10074,0.0024,0.0027,0.002,0.2575,0.0018
10075,0.0058,0.0059,0.005,7.1359,0.0038
10076,0.0047,0.0043,0.0042,2.6621,0.0031
10077,0.0047,0.0044,0.0041,3.8546,0.0032
10078,0.004,0.0034,0.0034,1.1975,0.0027
10079,0.0027,0.0021,0.0025,0.4736,0.002
10080,0.0051,0.0036,0.0037,1.9931,0.0034
10081,0.0053,0.005,0.0047,6.6587,0.0036
10082,0.0023,0.0018,0.0029,0.1761,0.0017
10083,0.0047,0.0042,0.0041,3.1926,0.0033
10084,0.0026,0.002,0.0022,0.3353,0.0018
10085,0.0035,0.0029,0.003,0.7914,0.0025
10086,0.0043,0.0037,0.0038,1.0435,0.0029
10087,0.0042,0.0036,0.0037,2.5162,0.0029
10088,0.0018,0.0013,0.0016,0.0824,0.0016
10089,0.0022,0.0016,0.0019,0.1024,0.0018
10090,0.0028,0.0033,0.0024,0.3047,0.0021
10091,0.004,0.0035,0.0035,0.7498,0.0027
10092,0.0031,0.0024,0.0027,0.3951,0.0022
10093,0.0043,0.0026,0.0028,0.8297,0.0024
10094,0.0022,0.0017,0.0021,0.2192,0.0017
10095,0.0045,0.004,0.004,0.9583,0.003
10096,0.0026,0.0021,0.0035,0.3406,0.0019
10097,0.0028,0.0022,0.0025,0.3117,0.0022
10098,0.0022,0.0017,0.0019,0.139,0.0016
10099,0.0063,0.0066,0.0057,19.4125,0.0038
10100,0.0048,0.0044,0.0043,2.0145,0.004
10101,0.0022,0.0016,0.0018,0.124,0.0016
10102,0.0042,0.0038,0.0038,3.3714,0.003
10103,0.0034,0.0029,0.003,0.5022,0.0023
10104,0.0034,0.0027,0.003,0.4137,0.0025
10105,0.0028,0.0023,0.0025,0.2882,0.0021
10106,0.0055,0.0046,0.0038,3.0657,0.003
10107,0.004,0.0037,0.0035,0.7514,0.0028
10108,0.0045,0.004,0.0049,1.1152,0.0032
10109,0.0023,0.0017,0.002,0.1763,0.0017
10110,0.0017,0.0013,0.0017,0.1507,0.0013
10111,0.0032,0.0025,0.0028,0.8711,0.0023
10112,0.0027,0.0022,0.0023,0.2889,0.002
10113,0.0018,0.0013,0.0017,0.0875,0.0014
10114,0.0019,0.0015,0.0016,0.1051,0.0014
10115,0.0043,0.0037,0.0038,1.7144,0.003
10116,0.0028,0.0022,0.0025,0.407,0.0022
10117,0.0043,0.0037,0.0038,0.8363,0.003
10118,0.0043,0.0039,0.0044,1.6089,0.003
10119,0.0053,0.0038,0.0037,1.546,0.003
10120,0.0035,0.003,0.0032,0.8494,0.0025
10121,0.0034,0.0028,0.0039,0.5592,0.003
10122,0.0048,0.0052,0.0041,2.3313,0.0032
10123,0.0042,0.0036,0.0036,1.3176,0.0029
10124,0.0016,0.0011,0.0014,0.0683,0.0014
10125,0.0038,0.0034,0.0034,0.8388,0.0026
10126,0.0023,0.0018,0.002,0.3015,0.0018
10127,0.0058,0.0057,0.0052,6.0037,0.0039
10128,0.003,0.0025,0.0027,0.301,0.0023
10129,0.0042,0.0037,0.0038,2.1829,0.003
10130,0.0072,0.0062,0.0055,11.5294,0.004
10131,0.0034,0.0028,0.003,1.2338,0.0023
10132,0.0037,0.0032,0.0043,0.5789,0.0027
10133,0.0017,0.0013,0.0015,0.0837,0.0014
10134,0.0028,0.0022,0.0024,0.3381,0.002
10135,0.0023,0.0019,0.002,0.1669,0.0018
10136,0.0018,0.0014,0.0017,0.088,0.0015
10137,0.0043,0.0038,0.0037,1.2642,0.0028
10138,0.0038,0.0043,0.0034,0.7059,0.0028
10139,0.0044,0.0043,0.0038,1.6719,0.0028
10140,0.0048,0.0041,0.0041,1.1936,0.004
10141,0.0034,0.0029,0.003,0.8278,0.0024
10142,0.0023,0.0019,0.0021,0.2252,0.0019
10143,0.0067,0.0053,0.0049,4.4307,0.0035
10144,0.0042,0.0036,0.0036,0.8476,0.0028
10145,0.0031,0.003,0.0036,0.484,0.0023
10146,0.0042,0.0038,0.0036,0.8289,0.003
10147,0.005,0.0046,0.0044,2.6449,0.0034
10148,0.0023,0.0018,0.002,0.1731,0.0018
10149,0.0034,0.0027,0.003,0.695,0.0024
10150,0.0031,0.0026,0.0027,0.5182,0.0023
10151,0.0041,0.0036,0.0036,1.8594,0.0029
10152,0.0024,0.0019,0.0022,0.2022,0.0018
10153,0.0031,0.0026,0.0027,0.4337,0.0024
10154,0.0048,0.0064,0.0043,7.6057,0.0031
10155,0.0042,0.0025,0.0026,0.6359,0.0022
10156,0.0035,0.0033,0.003,0.9747,0.0025
10157,0.0027,0.0022,0.0023,0.2592,0.0019
10158,0.0025,0.0019,0.0031,0.2264,0.0019
10159,0.0032,0.0026,0.0028,0.5888,0.0022
10160,0.0048,0.0044,0.0042,5.1139,0.004
10161,0.003,0.0024,0.0026,0.3514,0.0021
10162,0.0034,0.0029,0.003,0.5983,0.0024
10163,0.0017,0.0013,0.0015,0.1059,0.0014
10164,0.0031,0.0026,0.0027,0.5858,0.0023
10165,0.0031,0.0026,0.0028,0.409,0.0022
10166,0.0038,0.0032,0.0033,0.6744,0.0028
10167,0.0029,0.0023,0.0025,0.4916,0.0021
10168,0.0032,0.0027,0.0028,0.8978,0.0022
10169,0.0027,0.0021,0.0024,0.2987,0.0021
10170,0.0035,0.0019,0.002,0.188,0.0016
10171,0.0039,0.0033,0.0041,0.9718,0.0028
10172,0.0037,0.0044,0.0297,1.8996,0.0025
10173,0.0052,0.0047,0.0044,2.2631,0.0033
10174,0.0039,0.0034,0.0035,0.6164,0.0029
10175,0.0032,0.0026,0.0028,0.9428,0.0022
10176,0.0027,0.0023,0.0024,0.3518,0.0021
10177,0.0035,0.0031,0.003,1.0816,0.0024
10178,0.0041,0.0035,0.0035,0.7867,0.0028
10179,0.0021,0.0015,0.0018,0.1625,0.0016
10180,0.0035,0.003,0.003,0.8058,0.0025
10181,0.0036,0.0031,0.0032,0.7331,0.0031
10182,0.0052,0.0036,0.0036,0.8065,0.0029
10183,0.0031,0.0025,0.0028,0.4046,0.0024
10184,0.0015,0.0011,0.0013,0.076,0.0012
10185,0.0024,0.0019,0.0028,0.2227,0.0019
10186,0.0027,0.0022,0.0024,0.2562,0.002
10187,0.0046,0.0041,0.004,1.2937,0.0032
10188,0.0032,0.0028,0.0028,0.4522,0.0022
10189,0.0025,0.0031,0.0022,0.2381,0.002
10190,0.0042,0.0038,0.0038,1.5679,0.003
10191,0.0038,0.0031,0.0033,1.0922,0.0026
10192,0.0028,0.0023,0.0025,0.3969,0.0022
10193,0.002,0.0015,0.0017,0.1336,0.0015
10194,0.0026,0.0019,0.0022,0.2951,0.002
10195,0.0044,0.0039,0.0038,2.1557,0.0029
10196,0.0038,0.0023,0.0025,0.353,0.0021
10197,0.0034,0.0028,0.003,0.93,0.0024
10198,0.0023,0.0019,0.002,0.185,0.0017
10199,0.0044,0.0038,0.0046,1.6572,0.0031
10200,0.0022,0.0016,0.0019,0.2058,0.0016
10201,0.0019,0.0013,0.0016,0.123,0.0015
10202,0.0018,0.0014,0.0016,0.089,0.0014
10203,0.0029,0.0023,0.0025,0.3226,0.0026
10204,0.0028,0.0025,0.0024,0.3626,0.0021
10205,0.0041,0.0036,0.0035,0.7546,0.0028
10206,0.0034,0.003,0.0031,0.6205,0.0023
10207,0.0018,0.0013,0.0016,0.0927,0.0016
10208,0.0019,0.0014,0.0017,0.1486,0.0014
10209,0.0028,0.0032,0.0025,0.4576,0.0021
10210,0.0041,0.0037,0.0036,0.8983,0.0028
10211,0.004,0.0025,0.0027,0.3969,0.0023
10212,0.0025,0.002,0.0022,0.2747,0.0018
10213,0.0042,0.0036,0.0036,1.0998,0.003
10214,0.0042,0.0036,0.0042,0.8211,0.0029
10215,0.0029,0.0023,0.0026,0.3523,0.0021
10216,0.0038,0.0033,0.0032,0.9962,0.0027
10217,0.0032,0.0026,0.0028,0.4749,0.0022
10218,0.0026,0.0023,0.0023,0.2489,0.002
10219,0.0055,0.0051,0.0048,1.9606,0.0036
10220,0.0037,0.003,0.0032,0.5855,0.0025
10221,0.0045,0.0043,0.004,0.7067,0.0034
10222,0.0029,0.0023,0.0025,0.3422,0.0021
10223,0.0046,0.0031,0.0033,0.8549,0.0025
10224,0.0027,0.003,0.0024,0.4347,0.0027
10225,0.0026,0.0019,0.0022,0.2632,0.0018
10226,0.003,0.0025,0.0032,0.5513,0.0022
10227,0.0017,0.0012,0.0015,0.0772,0.0013
10228,0.0021,0.0015,0.0018,0.1376,0.0016
10229,0.0026,0.0021,0.0022,0.2456,0.002
10230,0.0028,0.0022,0.0024,0.2989,0.0019
10231,0.0023,0.0017,0.002,0.2254,0.0018
10232,0.0025,0.0021,0.0022,0.2548,0.002
10233,0.0041,0.0035,0.0035,1.137,0.0028
10234,0.005,0.0052,0.0044,1.6788,0.0034
10235,0.0031,0.0025,0.0028,0.4496,0.0022
10236,0.0018,0.0014,0.0016,0.0907,0.0015
10237,0.0028,0.0021,0.0024,0.3403,0.0019
10238,0.005,0.0048,0.0044,1.9737,0.0034
10239,0.0042,0.0027,0.0028,0.8727,0.0023
10240,0.0045,0.004,0.0046,1.3663,0.003
10241,0.0037,0.0032,0.0032,1.2358,0.0025
10242,0.0037,0.0041,0.0032,0.5176,0.0026
10243,0.0027,0.0021,0.0023,0.3702,0.002
10244,0.002,0.0015,0.0018,0.1183,0.0015
10245,0.003,0.0024,0.0026,0.5544,0.0023
10246,0.0022,0.0017,0.0019,0.1743,0.0021
10247,0.004,0.0036,0.0035,0.9399,0.0028
10248,0.0052,0.005,0.0046,3.1487,0.0034
10249,0.0024,0.0019,0.0021,0.2029,0.0019
10250,0.0038,0.0032,0.0034,0.6275,0.0027
10251,0.0038,0.0032,0.0033,0.6248,0.0027
10252,0.0059,0.0045,0.0042,3.7191,0.0033
10253,0.003,0.0024,0.0035,0.3267,0.0022
10254,0.0047,0.0043,0.0043,1.7563,0.0033
10255,0.0035,0.0029,0.003,0.8797,0.0024
10256,0.0032,0.0027,0.0029,0.7626,0.0023
10257,0.0025,0.002,0.0022,0.3094,0.0018
10258,0.0017,0.0012,0.0014,0.064,0.0014
10259,0.0034,0.0029,0.0031,0.5348,0.0025
10260,0.0024,0.0028,0.002,0.2179,0.0018
10261,0.0043,0.0038,0.0037,1.7181,0.0029
10262,0.0028,0.0022,0.0025,0.2855,0.0049
10263,0.0032,0.0026,0.0028,0.7111,0.0047
10264,0.0033,0.0032,0.0029,0.5138,0.0024
10265,0.0033,0.0027,0.0028,0.8344,0.0024
10266,0.0044,0.0029,0.0029,0.5276,0.0023
10267,0.0046,0.0043,0.0048,2.1696,0.0038
10268,0.0042,0.0037,0.0037,1.0278,0.003
10269,0.004,0.0034,0.0034,0.9496,0.0027
10270,0.0054,0.0052,0.0048,2.1306,0.0036
10271,0.0028,0.0022,0.0025,0.257,0.0023
10272,0.0015,0.001,0.0012,0.0621,0.0011
10273,0.0033,0.0028,0.0029,0.5284,0.0023
10274,0.0031,0.0025,0.0027,0.5143,0.0022
10275,0.0019,0.0013,0.0017,0.1174,0.0016
10276,0.0022,0.0017,0.0018,0.1578,0.0016
10277,0.0036,0.0042,0.0033,1.5652,0.0026
10278,0.004,0.0034,0.0035,0.751,0.0028
10279,0.0047,0.003,0.0032,1.008,0.0026
10280,0.0044,0.0039,0.0046,0.9436,0.0032
10281,0.0027,0.0022,0.0024,0.3698,0.0019
10282,0.0037,0.0031,0.0033,0.8991,0.0027
10283,0.0031,0.0027,0.0027,0.4599,0.0022
10284,0.0033,0.0027,0.0029,0.77,0.0025
10285,0.0025,0.0021,0.0022,0.2995,0.0018
10286,0.0029,0.0022,0.0025,0.3031,0.0022
10287,0.0025,0.0021,0.0022,0.2378,0.0019
10288,0.0047,0.0044,0.0043,6.35,0.004
10289,0.0031,0.0025,0.0027,0.4454,0.0021
10290,0.0032,0.0027,0.0028,0.9254,0.0024
10291,0.0037,0.0034,0.0033,1.4151,0.0028
10292,0.0028,0.0022,0.0025,0.3063,0.0021
10293,0.0038,0.0022,0.003,0.2911,0.0021
10294,0.0043,0.0049,0.0037,1.0894,0.0029
10295,0.0054,0.005,0.0047,7.8367,0.0036
10296,0.0025,0.0019,0.0021,0.196,0.0019
10297,0.0029,0.0023,0.0025,0.3214,0.0022
10298,0.0039,0.0035,0.0034,0.7579,0.0028
10299,0.0046,0.0043,0.0041,1.2024,0.0033
10300,0.0018,0.0013,0.0016,0.0919,0.0015
10301,0.0044,0.0039,0.0039,2.922,0.0033
10302,0.0023,0.0018,0.0021,0.2155,0.0018
10303,0.0025,0.0021,0.0021,0.2314,0.0021
10304,0.0021,0.0015,0.0018,0.1886,0.0016
10305,0.007,0.0062,0.0063,22.6182,0.0043
10306,0.0041,0.0035,0.0036,0.8778,0.0029
10307,0.0033,0.0027,0.0029,0.931,0.0024
10308,0.0044,0.0037,0.0037,2.2656,0.0039
10309,0.002,0.0015,0.0018,0.1775,0.0015
10310,0.0041,0.0044,0.0035,1.079,0.0026
10311,0.0037,0.003,0.0032,0.5465,0.0026
10312,0.0035,0.0028,0.003,0.9006,0.0025
10313,0.003,0.0024,0.0025,0.2617,0.0022
10314,0.003,0.0024,0.0026,0.3101,0.0023
10315,0.0031,0.0025,0.0027,0.6638,0.0021
10316,0.0035,0.0031,0.0031,1.2869,0.0026
10317,0.0065,0.0057,0.0059,2.3637,0.0037
10318,0.0028,0.0022,0.0025,0.2941,0.002
10319,0.0057,0.0055,0.005,7.8686,0.0038
10320,0.0034,0.0027,0.003,0.4217,0.0023
10321,0.0037,0.0031,0.0033,0.6212,0.0028
10322,0.0048,0.0044,0.0041,2.5824,0.0032
10323,0.0047,0.0043,0.0042,1.2032,0.0033
10324,0.0038,0.0041,0.0033,1.1038,0.0026
10325,0.0026,0.0021,0.0024,0.2376,0.0021
10326,0.0034,0.0029,0.003,0.5236,0.0024
10327,0.0038,0.0034,0.0034,1.1529,0.0035
10328,0.005,0.0036,0.0044,1.4888,0.0027
10329,0.0038,0.0031,0.0033,0.7308,0.0026
10330,0.0038,0.0031,0.0032,0.7195,0.0027
10331,0.003,0.0023,0.0024,0.4753,0.002
10332,0.0031,0.0024,0.0025,0.4134,0.0022
10333,0.0043,0.0038,0.0037,0.9814,0.0029
10334,0.0055,0.0056,0.0047,3.2709,0.0036
10335,0.0058,0.005,0.0049,10.44,0.0037
10336,0.0038,0.0031,0.0033,0.6295,0.0027
10337,0.0029,0.0024,0.0026,0.4206,0.0021
10338,0.0036,0.0031,0.0032,0.4806,0.0026
10339,0.0036,0.0042,0.0032,0.5722,0.0025
10340,0.0042,0.0027,0.0037,0.4629,0.0024
10341,0.0024,0.0018,0.0021,0.1697,0.0018
10342,0.0024,0.002,0.0022,0.2284,0.0019
10343,0.0045,0.0042,0.0039,1.0464,0.0032
10344,0.0071,0.0065,0.0059,3.1771,0.0044
10345,0.0022,0.0015,0.0018,0.1074,0.0015
10346,0.0034,0.0027,0.0029,0.6631,0.0031
10347,0.0035,0.003,0.0031,0.566,0.0025
10348,0.0054,0.0048,0.0046,4.4287,0.0034
10349,0.0027,0.0025,0.0024,0.345,0.0022
10350,0.0022,0.0017,0.002,0.1396,0.0016
10351,0.0035,0.003,0.0031,1.0628,0.0025
10352,0.002,0.0014,0.0027,0.1315,0.0015
10353,0.0049,0.0035,0.0037,0.6848,0.0028
10354,0.0044,0.004,0.0041,3.2721,0.0029
10355,0.0025,0.002,0.0025,0.254,0.002
10356,0.004,0.0046,0.0037,0.8128,0.0028
10357,0.0022,0.0015,0.0018,0.1841,0.0015
10358,0.0042,0.0037,0.0038,2.0408,0.003
10359,0.0026,0.0021,0.0024,0.2791,0.0019
10360,0.0049,0.0045,0.0044,3.0176,0.0033
10361,0.0034,0.0028,0.0031,0.6062,0.0024
10362,0.0045,0.004,0.004,2.0006,0.0031
10363,0.0023,0.0017,0.0019,0.2088,0.0017
10364,0.004,0.0037,0.0046,1.5938,0.0027
10365,0.0044,0.0028,0.0031,0.7937,0.0025
10366,0.0041,0.0036,0.0037,0.8008,0.0037
10367,0.002,0.0014,0.0017,0.1407,0.0015
10368,0.0046,0.004,0.0041,2.5543,0.003
10369,0.0028,0.0023,0.0025,0.3553,0.0021
10370,0.0053,0.005,0.0049,7.6598,0.0035
10371,0.0023,0.0018,0.002,0.198,0.0017
10372,0.0031,0.0035,0.0028,0.5648,0.0024
10373,0.0035,0.0029,0.0032,0.6091,0.0025
10374,0.0034,0.0027,0.003,0.9256,0.0024
10375,0.0015,0.0012,0.0013,0.0559,0.0014
10376,0.0045,0.0042,0.004,2.6364,0.0031
10377,0.0029,0.0035,0.0033,0.7085,0.0021
10378,0.0051,0.0042,0.0038,1.7224,0.003
10379,0.0304,0.0047,0.0044,2.9565,0.0034
10380,0.0051,0.0049,0.0046,1.7603,0.0034
10381,0.005,0.0048,0.0044,1.8683,0.0034
10382,0.0028,0.0023,0.0025,0.3656,0.002
10383,0.0043,0.0039,0.0038,1.1111,0.0029
10384,0.0013,0.0009,0.0012,0.0616,0.0011
10385,0.0033,0.0028,0.0032,0.6672,0.0031
10386,0.0028,0.0022,0.0025,0.4078,0.002
10387,0.0037,0.0031,0.0034,0.6123,0.0026
10388,0.0035,0.0039,0.0032,0.7541,0.0024
10389,0.0032,0.0026,0.004,0.4762,0.0023
10390,0.0029,0.0024,0.0027,0.6274,0.0021
10391,0.0041,0.0028,0.0029,0.4365,0.0023
10392,0.005,0.0052,0.0046,7.8375,0.0035
10393,0.0021,0.0016,0.0019,0.1505,0.0016
10394,0.0035,0.0032,0.0032,0.5686,0.0026
10395,0.0027,0.002,0.0024,0.2847,0.0019
10396,0.0043,0.0038,0.0039,1.0096,0.003
10397,0.0034,0.0028,0.0029,0.5675,0.0024
10398,0.0067,0.007,0.006,4.0511,0.0044
10399,0.0045,0.004,0.0039,1.2731,0.0031
10400,0.0028,0.0022,0.0035,0.2988,0.002
10401,0.0036,0.0029,0.0031,0.5731,0.0026
10402,0.0031,0.0017,0.002,0.1672,0.0017
10403,0.0035,0.003,0.0031,0.6545,0.0026
10404,0.0034,0.0044,0.0031,1.3734,0.0024
10405,0.0046,0.0041,0.004,1.0528,0.0039
10406,0.0029,0.0023,0.0025,0.2919,0.0021
10407,0.0026,0.0022,0.0023,0.4108,0.0019
10408,0.0029,0.0023,0.0025,0.4068,0.002
10409,0.003,0.0025,0.0027,0.7866,0.0023
10410,0.0058,0.0055,0.0053,4.0368,0.0039
10411,0.0038,0.0034,0.0033,0.7395,0.0026
10412,0.0047,0.0043,0.0048,3.7142,0.0032
10413,0.0026,0.0021,0.0022,0.2537,0.002
10414,0.0049,0.0036,0.0035,0.8057,0.0028
10415,0.005,0.0045,0.0043,0.9353,0.0036
10416,0.0021,0.0016,0.0018,0.1988,0.0017
10417,0.0039,0.0033,0.0035,1.4061,0.0026
10418,0.0038,0.0033,0.0034,0.5751,0.0028
10419,0.0027,0.0022,0.0024,0.3448,0.0019
10420,0.0029,0.0023,0.0026,0.3215,0.0022
10421,0.0026,0.0032,0.0024,0.2325,0.0019
10422,0.0027,0.0022,0.0024,0.2711,0.0021
10423,0.005,0.0048,0.0045,5.4588,0.0035
10424,0.0032,0.0025,0.0027,0.4633,0.0021
10425,0.0053,0.005,0.0055,6.4397,0.0041
10426,0.0056,0.0043,0.0042,3.6002,0.0033
10427,0.0023,0.0017,0.0019,0.1997,0.0016
10428,0.0043,0.0037,0.0037,1.9214,0.003
10429,0.0043,0.004,0.0038,3.4661,0.003
10430,0.0042,0.0037,0.0037,1.7531,0.0029
10431,0.0045,0.0043,0.0041,2.3723,0.0032
10432,0.0035,0.003,0.0031,0.9624,0.0025
10433,0.0025,0.002,0.0022,0.2369,0.0018
10434,0.0036,0.0032,0.0032,1.0417,0.0026
10435,0.0038,0.0045,0.0033,0.7319,0.0026
10436,0.0029,0.0023,0.0033,0.319,0.0021
10437,0.0032,0.0028,0.0028,0.5156,0.0022
10438,0.0047,0.0032,0.0033,0.6641,0.0028
10439,0.0037,0.0031,0.0031,0.8535,0.0025
10440,0.0037,0.0032,0.0033,0.7664,0.0026
10441,0.0018,0.0014,0.0016,0.1228,0.0015
10442,0.002,0.0014,0.0018,0.1188,0.0015
10443,0.0036,0.0031,0.0033,0.6085,0.0027
10444,0.0036,0.003,0.0033,1.3364,0.0024
10445,0.0041,0.0036,0.0037,0.9648,0.0036
10446,0.0045,0.0041,0.0041,2.9686,0.0031
10447,0.0036,0.0031,0.0032,0.6215,0.0025
10448,0.0022,0.0016,0.0019,0.1693,0.0018
10449,0.0045,0.004,0.0051,0.9737,0.0031
10450,0.0017,0.0013,0.0015,0.083,0.0015
10451,0.0053,0.0037,0.0037,2.2986,0.003
10452,0.0025,0.0031,0.0022,0.259,0.0018
10453,0.0055,0.005,0.0047,3.4283,0.0035
10454,0.0037,0.0031,0.0031,0.9242,0.0024
10455,0.0033,0.0027,0.0028,0.406,0.0024
10456,0.0022,0.0018,0.0019,0.1671,0.0016
10457,0.0044,0.0039,0.0038,1.0533,0.003
10458,0.0039,0.0033,0.0034,0.6909,0.0028
10459,0.0021,0.0016,0.0018,0.1999,0.0016
10460,0.003,0.0025,0.0027,0.3497,0.0023
10461,0.0035,0.0029,0.003,0.5075,0.0024
10462,0.0047,0.0044,0.0049,1.6683,0.0033
10463,0.0053,0.004,0.0038,2.6716,0.0031
10464,0.0026,0.002,0.0022,0.2761,0.0018
10465,0.0043,0.0038,0.0038,2.1589,0.0036
10466,0.0059,0.0068,0.0051,5.6327,0.028
10467,0.005,0.0049,0.0043,4.7552,0.0034
10468,0.0025,0.002,0.0022,0.2972,0.0018
10469,0.0066,0.0075,0.0057,6.685,0.004
10470,0.0042,0.0039,0.0037,2.8076,0.0029
10471,0.004,0.0037,0.0044,1.7644,0.0028
10472,0.0041,0.0035,0.0036,1.902,0.0034
10473,0.0068,0.0052,0.0047,3.6162,0.0036
10474,0.002,0.0015,0.0018,0.1445,0.0015
10475,0.0046,0.004,0.0039,2.5501,0.0032
10476,0.002,0.0016,0.0018,0.1799,0.0015
10477,0.0037,0.0031,0.0032,0.6283,0.0025
10478,0.0022,0.0016,0.0019,0.137,0.0018
10479,0.0041,0.0036,0.0036,0.8674,0.0028
10480,0.0038,0.0044,0.0033,1.5307,0.0027
10481,0.003,0.0024,0.0025,0.3161,0.0028
10482,0.002,0.0015,0.0018,0.1358,0.0015
